STN,YYYYMMDD,   FG,  FHX,  FHN,  FXX
  260,20041113,   25,   40,   10,  150
  260,20041114,   16,   30,   10,   40
  260,20041115,   28,   30,   20,   70
  260,20041116,   33,   50,   20,   90
  260,20041117,   54,   70,   40,  150
  260,20041118,   39,   70,   10,  130
  260,20041119,   38,   60,   20,  180
  260,20041120,   26,   40,   10,  110
  260,20041121,   31,   50,   10,   90
  260,20041122,   57,   70,   50,  140
  260,20041123,   26,   50,    0,  110
  260,20041124,   14,   20,    0,   40
  260,20041125,   17,   30,   10,   50
  260,20041126,   38,   50,   20,   90
  260,20041127,   24,   30,   20,   70
  260,20041128,   26,   40,   10,   80
  260,20041129,   11,   20,    0,   40
  260,20041130,   22,   40,   10,   80
  260,20041201,   21,   40,   10,   70
  260,20041202,   11,   20,    0,   30
  260,20041203,   10,   20,    0,   30
  260,20041204,   23,   30,   10,   50
  260,20041205,   23,   40,   10,   70
  260,20041206,   26,   30,   10,   60
  260,20041207,   22,   40,    0,   70
  260,20041208,   16,   20,   10,   40
  260,20041209,   25,   40,   10,   60
  260,20041210,   21,   30,   10,   50
  260,20041211,   13,   20,    0,   40
  260,20041212,   33,   50,   20,   90
  260,20041213,   27,   40,   20,   60
  260,20041214,   32,   50,   20,   90
  260,20041215,   39,   40,   30,   80
  260,20041216,   50,   70,   40,  130
  260,20041217,   40,   50,   10,  150
  260,20041218,   38,   60,   20,  130
  260,20041219,   20,   40,   10,   80
  260,20041220,   18,   40,    0,   60
  260,20041221,   22,   30,   10,   50
  260,20041222,   58,   80,   20,  140
  260,20041223,   57,   80,   40,  160
  260,20041224,   59,   80,   40,  150
  260,20041225,   39,   60,   10,  140
  260,20041226,    8,   20,    0,   40
  260,20041227,   19,   50,    0,   80
  260,20041228,   45,   60,   30,  130
  260,20041229,   24,   40,   10,  110
  260,20041230,   50,   60,   40,  110
  260,20041231,   41,   60,   20,  110
  260,20050101,   45,   90,   20,  170
  260,20050102,   59,   70,   50,  150
  260,20050103,   48,   50,   40,  130
  260,20050104,   66,   80,   40,  140
  260,20050105,   42,   70,   20,  120
  260,20050106,   50,   70,   30,  130
  260,20050107,   80,  100,   60,  180
  260,20050108,   88,  120,   50,  240
  260,20050109,   59,   70,   40,  120
  260,20050110,   62,   80,   50,  140
  260,20050111,   53,   70,   30,  140
  260,20050112,   52,   80,   40,  150
  260,20050113,   40,   50,   20,  110
  260,20050114,   20,   30,   10,   50
  260,20050115,   29,   40,   20,   60
  260,20050116,   31,   40,   20,   80
  260,20050117,   55,   70,   30,  130
  260,20050118,   39,   60,   10,  150
  260,20050119,   48,   70,   30,  130
  260,20050120,   70,   80,   60,  170
  260,20050121,   54,   80,   40,  160
  260,20050122,   26,   50,   10,  120
  260,20050123,   33,   50,   10,  140
  260,20050124,   33,   50,   10,  130
  260,20050125,   32,   60,   10,  100
  260,20050126,   28,   50,   10,   80
  260,20050127,   12,   20,    0,   40
  260,20050128,   18,   30,   10,   60
  260,20050129,   20,   30,   10,   60
  260,20050130,   23,   30,   20,   70
  260,20050131,   39,   50,   20,  120
  260,20050201,   33,   40,   10,  110
  260,20050202,   32,   40,   20,  100
  260,20050203,   23,   40,    0,   80
  260,20050204,   17,   30,    0,   60
  260,20050205,   35,   50,   30,   90
  260,20050206,   30,   40,   10,   70
  260,20050207,   22,   40,   10,   50
  260,20050208,   16,   30,   10,   40
  260,20050209,   39,   60,   10,  120
  260,20050210,   54,   70,   20,  140
  260,20050211,   15,   30,   10,   60
  260,20050212,   72,  100,   40,  200
  260,20050213,   48,   70,   30,  210
  260,20050214,   49,   80,   20,  150
  260,20050215,   46,   60,   30,  120
  260,20050216,   35,   50,   20,   90
  260,20050217,    9,   20,    0,   30
  260,20050218,   37,   60,   20,  100
  260,20050219,   26,   50,   10,  130
  260,20050220,   31,   50,   20,   90
  260,20050221,   43,   60,   30,  100
  260,20050222,   54,   70,   30,  130
  260,20050223,   28,   40,   10,   80
  260,20050224,   25,   50,   10,   80
  260,20050225,   21,   30,   10,   50
  260,20050226,   30,   70,   10,  130
  260,20050227,   44,   70,   20,  130
  260,20050228,   27,   50,   10,   90
  260,20050301,   58,   60,   50,  120
  260,20050302,   30,   50,   10,   90
  260,20050303,   39,   60,   20,  100
  260,20050304,   26,   50,    0,   80
  260,20050305,   31,   50,   10,   90
  260,20050306,   32,   50,   20,  110
  260,20050307,   29,   40,   20,   90
  260,20050308,   37,   50,   30,  120
  260,20050309,   28,   50,   10,   90
  260,20050310,   21,   40,   10,   70
  260,20050311,   58,   90,   30,  160
  260,20050312,   53,   70,   40,  160
  260,20050313,   40,   60,   30,  120
  260,20050314,   28,   40,   20,   80
  260,20050315,   48,   80,   20,  130
  260,20050316,   55,   80,   30,  140
  260,20050317,   67,   80,   50,  150
  260,20050318,   37,   50,   20,   90
  260,20050319,   19,   40,   10,   60
  260,20050320,   33,   40,   20,   70
  260,20050321,   48,   70,   30,  110
  260,20050322,   41,   60,   20,  100
  260,20050323,   28,   40,   20,   70
  260,20050324,   33,   50,   10,   80
  260,20050325,   24,   40,    0,   60
  260,20050326,   22,   40,   10,   70
  260,20050327,   30,   40,   20,   70
  260,20050328,   22,   30,   10,   60
  260,20050329,   24,   50,   10,   80
  260,20050330,   39,   50,   20,   80
  260,20050331,   30,   40,   20,   70
  260,20050401,   26,   40,   20,   70
  260,20050402,   35,   60,   20,  100
  260,20050403,   25,   40,   10,   70
  260,20050404,   33,   60,   20,  120
  260,20050405,   33,   50,   20,  100
  260,20050406,   43,   60,   20,  140
  260,20050407,   67,  100,   40,  180
  260,20050408,   36,   70,   10,  150
  260,20050409,   39,   50,   20,  100
  260,20050410,   28,   40,   10,   90
  260,20050411,   24,   40,   10,   90
  260,20050412,   17,   40,    0,   70
  260,20050413,   33,   50,   10,   90
  260,20050414,   36,   50,   10,   80
  260,20050415,   35,   80,   10,  140
  260,20050416,   35,   60,   10,  110
  260,20050417,   23,   30,   10,   60
  260,20050418,   28,   50,   10,   90
  260,20050419,   19,   40,    0,   80
  260,20050420,   28,   40,   10,   80
  260,20050421,   25,   40,   10,   70
  260,20050422,   18,   40,   10,   70
  260,20050423,   23,   40,   10,   80
  260,20050424,   31,   50,   10,   90
  260,20050425,   36,   50,   20,  100
  260,20050426,   19,   30,   10,   90
  260,20050427,   40,   60,   20,  120
  260,20050428,   28,   50,   10,   90
  260,20050429,   22,   30,   10,   60
  260,20050430,   16,   20,   10,   40
  260,20050501,   27,   50,   10,   90
  260,20050502,   13,   40,    0,  110
  260,20050503,   19,   40,    0,   90
  260,20050504,   32,   60,   20,  110
  260,20050505,   33,   50,   20,   90
  260,20050506,   40,   60,   20,  120
  260,20050507,   33,   70,   10,  140
  260,20050508,   34,   60,   20,  120
  260,20050509,   35,   60,   10,  110
  260,20050510,   31,   50,   10,  120
  260,20050511,   30,   50,   10,   90
  260,20050512,   35,   50,   10,  110
  260,20050513,   48,   60,   30,  100
  260,20050514,   48,   70,   20,  120
  260,20050515,   29,   50,   10,   90
  260,20050516,   23,   50,   10,  100
  260,20050517,   19,   40,    0,   80
  260,20050518,   12,   30,    0,   60
  260,20050519,   40,   60,   20,  100
  260,20050520,   35,   50,   10,  110
  260,20050521,   34,   50,   20,  100
  260,20050522,   35,   60,   10,  120
  260,20050523,   35,   60,   10,  120
  260,20050524,   41,   60,   20,  130
  260,20050525,   35,   50,   20,  110
  260,20050526,   29,   60,    0,  110
  260,20050527,   23,   30,   10,   70
  260,20050528,   34,   50,   20,  100
  260,20050529,   22,   40,   10,   90
  260,20050530,   20,   30,   10,   60
  260,20050531,   30,   50,   10,  100
  260,20050601,   16,   40,    0,   80
  260,20050602,   34,   50,   10,  100
  260,20050603,   31,   50,   20,  110
  260,20050604,   50,   60,   30,  120
  260,20050605,   35,   50,   20,  100
  260,20050606,   33,   50,   10,   90
  260,20050607,   36,   50,   20,  100
  260,20050608,   22,   40,    0,   80
  260,20050609,   18,   30,    0,   70
  260,20050610,   28,   50,    0,   90
  260,20050611,   30,   50,   10,  100
  260,20050612,   27,   50,   10,   90
  260,20050613,   33,   50,   10,  100
  260,20050614,   25,   40,   10,   80
  260,20050615,   30,   50,   10,  100
  260,20050616,   42,   60,   30,  120
  260,20050617,   30,   40,   10,   80
  260,20050618,   26,   40,   20,   80
  260,20050619,   28,   40,   20,   60
  260,20050620,   25,   40,   10,   80
  260,20050621,   25,   40,   10,   80
  260,20050622,   15,   30,    0,   60
  260,20050623,   20,   40,   10,   60
  260,20050624,   18,   30,   10,   70
  260,20050625,   35,   60,   10,  140
  260,20050626,   28,   40,   10,   70
  260,20050627,   25,   50,   20,   80
  260,20050628,   31,   50,   10,   80
  260,20050629,   25,   50,   10,  100
  260,20050630,   20,   40,   10,  130
  260,20050701,   26,   50,   10,   90
  260,20050702,   20,   30,   10,   60
  260,20050703,   21,   30,   10,   80
  260,20050704,   40,   70,   20,  150
  260,20050705,   33,   40,   20,   80
  260,20050706,   30,   40,   20,  100
  260,20050707,   17,   30,   10,   50
  260,20050708,   15,   20,   10,   50
  260,20050709,   23,   40,   10,   70
  260,20050710,   35,   60,   10,  120
  260,20050711,   36,   50,   20,   90
  260,20050712,   28,   40,   20,   60
  260,20050713,   24,   30,   10,   60
  260,20050714,   13,   20,    0,   60
  260,20050715,   28,   50,   10,   90
  260,20050716,   21,   40,    0,   80
  260,20050717,   13,   20,    0,   50
  260,20050718,   25,   40,   10,  110
  260,20050719,   43,   60,   30,  110
  260,20050720,   46,   60,   30,  130
  260,20050721,   43,   60,   30,  110
  260,20050722,   28,   40,   20,   80
  260,20050723,   24,   40,    0,   90
  260,20050724,   20,   30,   10,   60
  260,20050725,   24,   40,   10,   90
  260,20050726,   18,   40,   10,   70
  260,20050727,   21,   40,   10,   60
  260,20050728,   14,   30,    0,   50
  260,20050729,   21,   40,   10,  120
  260,20050730,   35,   60,   20,  110
  260,20050731,   36,   50,   20,  120
  260,20050801,   22,   30,    0,   70
  260,20050802,   17,   40,    0,   70
  260,20050803,   23,   40,   10,   80
  260,20050804,   29,   50,   10,  100
  260,20050805,   32,   60,   10,  120
  260,20050806,   25,   50,   10,  130
  260,20050807,   29,   60,   10,  120
  260,20050808,   30,   50,   20,  100
  260,20050809,   30,   40,   20,   90
  260,20050810,   31,   50,   20,  100
  260,20050811,   21,   30,    0,   60
  260,20050812,   22,   60,   10,  120
  260,20050813,   26,   40,    0,   90
  260,20050814,   39,   50,   20,  120
  260,20050815,   29,   40,   10,   90
  260,20050816,   10,   20,    0,   50
  260,20050817,   21,   40,   10,   80
  260,20050818,   23,   50,   10,   90
  260,20050819,   22,   60,   10,  120
  260,20050820,   15,   30,   10,   80
  260,20050821,   19,   40,   10,   70
  260,20050822,   13,   20,    0,   50
  260,20050823,   21,   40,    0,  100
  260,20050824,   35,   60,   10,  110
  260,20050825,   38,   50,   20,  120
  260,20050826,   37,   60,   20,  120
  260,20050827,   20,   40,    0,   70
  260,20050828,   22,   40,   10,   80
  260,20050829,   21,   40,    0,   90
  260,20050830,   19,   30,    0,   60
  260,20050831,   33,   50,   20,   90
  260,20050901,   30,   60,   10,  110
  260,20050902,   18,   30,   10,   50
  260,20050903,   30,   40,   20,   70
  260,20050904,   31,   50,   20,   80
  260,20050905,   29,   50,   10,   80
  260,20050906,   15,   20,   10,   50
  260,20050907,   18,   30,   10,   70
  260,20050908,   22,   40,   10,   70
  260,20050909,   17,   20,   10,   50
  260,20050910,   15,   30,   10,   80
  260,20050911,   21,   30,   10,   60
  260,20050912,   31,   50,   10,  100
  260,20050913,   10,   20,    0,   50
  260,20050914,   30,   50,   10,  110
  260,20050915,   20,   70,   10,  120
  260,20050916,   40,   60,   10,  140
  260,20050917,   15,   40,    0,   80
  260,20050918,   11,   30,    0,   50
  260,20050919,   10,   20,    0,   40
  260,20050920,   10,   20,    0,   50
  260,20050921,    9,   20,    0,   40
  260,20050922,   15,   30,   10,   60
  260,20050923,   21,   40,   10,   80
  260,20050924,   16,   20,   10,   60
  260,20050925,   29,   40,   20,   90
  260,20050926,   32,   50,   20,   90
  260,20050927,   35,   50,   30,  100
  260,20050928,   34,   50,   20,   90
  260,20050929,   38,   70,   10,  150
  260,20050930,   36,   50,   10,  100
  260,20051001,   30,   40,   10,  100
  260,20051002,   20,   30,   10,   70
  260,20051003,   18,   30,    0,   60
  260,20051004,   36,   60,   20,  100
  260,20051005,   25,   40,   10,   70
  260,20051006,   18,   20,   10,   40
  260,20051007,   17,   30,   10,   50
  260,20051008,   23,   30,   10,   60
  260,20051009,   16,   30,   10,   60
  260,20051010,   33,   40,   20,   80
  260,20051011,   33,   40,   30,   80
  260,20051012,   32,   40,   20,   80
  260,20051013,   21,   30,    0,   60
  260,20051014,   17,   20,   10,   40
  260,20051015,   28,   40,   10,   80
  260,20051016,   41,   60,   30,  110
  260,20051017,   45,   60,   30,  130
  260,20051018,   53,   80,   30,  130
  260,20051019,   42,   50,   40,   90
  260,20051020,   40,   70,   20,  130
  260,20051021,   35,   50,   20,  110
  260,20051022,   43,   60,   20,  120
  260,20051023,   18,   30,   10,   80
  260,20051024,   42,   60,   10,  130
  260,20051025,   65,   80,   50,  170
  260,20051026,   38,   60,   20,  120
  260,20051027,   35,   50,   20,   80
  260,20051028,   35,   50,   20,   90
  260,20051029,   30,   40,   20,   70
  260,20051030,   40,   50,   30,  110
  260,20051031,   35,   50,   20,   90
  260,20051101,   42,   70,   20,  140
  260,20051102,   46,   60,   30,  110
  260,20051103,   55,   70,   40,  140
  260,20051104,   39,   50,   30,  100
  260,20051105,   37,   50,   30,  100
  260,20051106,   51,   60,   40,  110
  260,20051107,   35,   40,   20,   80
  260,20051108,   40,   50,   30,   90
  260,20051109,   22,   40,   10,   70
  260,20051110,   41,   60,   10,  120
  260,20051111,   53,   60,   40,  120
  260,20051112,   30,   60,   10,  100
  260,20051113,   12,   20,    0,   40
  260,20051114,   25,   50,   10,   90
  260,20051115,   29,   50,   10,   90
  260,20051116,   26,   50,   10,  140
  260,20051117,   18,   30,   10,   80
  260,20051118,   15,   30,    0,   80
  260,20051119,   13,   20,    0,   50
  260,20051120,   23,   30,   10,   60
  260,20051121,   26,   40,   10,   70
  260,20051122,   14,   20,   10,   40
  260,20051123,    9,   20,    0,   30
  260,20051124,   40,   60,   10,  130
  260,20051125,   68,  100,   20,  230
  260,20051126,   28,   50,   10,   90
  260,20051127,   14,   20,    0,   40
  260,20051128,   21,   30,   10,   60
  260,20051129,   22,   40,   10,   80
  260,20051130,   36,   50,   20,   80
  260,20051201,   48,   60,   40,   90
  260,20051202,   57,   60,   50,  120
  260,20051203,   51,   60,   40,  110
  260,20051204,   36,   50,   30,   90
  260,20051205,   33,   40,   20,   80
  260,20051206,   27,   40,   20,   70
  260,20051207,   27,   40,   20,  100
  260,20051208,   21,   30,   10,   60
  260,20051209,   16,   20,   10,   50
  260,20051210,   10,   20,    0,   30
  260,20051211,   18,   20,   10,   40
  260,20051212,   25,   50,   10,  100
  260,20051213,   20,   30,   10,   60
  260,20051214,   23,   40,   10,   70
  260,20051215,   38,   50,   20,  100
  260,20051216,   53,   70,   30,  170
  260,20051217,   33,   50,   10,  140
  260,20051218,   26,   40,   10,   80
  260,20051219,   32,   60,   20,  110
  260,20051220,   27,   30,   20,   60
  260,20051221,   36,   50,   20,  100
  260,20051222,   25,   40,   20,   70
  260,20051223,   31,   40,   20,   80
  260,20051224,   23,   30,   10,   80
  260,20051225,   22,   40,   20,   70
  260,20051226,   24,   40,   10,  100
  260,20051227,   40,   60,   30,  110
  260,20051228,   33,   50,   20,   90
  260,20051229,   25,   40,    0,   80
  260,20051230,   54,   80,   30,  150
  260,20051231,   47,   60,   40,  110
  344,20010101,   75,   90,   60,  180
  344,20010102,   77,  100,   50,  170
  344,20010103,   71,  100,   50,  150
  344,20010104,   78,  110,   60,  160
  344,20010105,   71,  130,   20,  200
  344,20010106,   57,   80,   20,  120
  344,20010107,   61,   80,   40,  110
  344,20010108,   46,   70,   30,  100
  344,20010109,   26,   40,   10,   60
  344,20010110,   50,   80,   20,  120
  344,20010111,   67,   80,   40,  130
  344,20010112,   30,   40,   20,   70
  344,20010113,   40,   50,   30,   90
  344,20010114,   48,   80,   30,  130
  344,20010115,   46,   60,   30,  100
  344,20010116,   25,   40,   10,   60
  344,20010117,   11,   20,    0,   40
  344,20010118,   15,   20,    0,   40
  344,20010119,   11,   20,    0,   50
  344,20010120,   33,   50,   20,   80
  344,20010121,   45,   70,   20,  130
  344,20010122,   39,   70,   20,  120
  344,20010123,   65,  110,   40,  170
  344,20010124,   87,  120,   50,  190
  344,20010125,   51,   60,   40,  100
  344,20010126,   63,   80,   50,  130
  344,20010127,   57,   90,   20,  150
  344,20010128,   30,   50,   10,  100
  344,20010129,   13,   20,    0,   30
  344,20010130,   20,   40,   10,   60
  344,20010131,   25,   40,   10,   60
  344,20010201,   20,   40,   10,   60
  344,20010202,   31,   50,   20,   90
  344,20010203,   34,   60,   20,   90
  344,20010204,   47,   90,   20,  130
  344,20010205,   97,  120,   70,  200
  344,20010206,   92,  110,   50,  190
  344,20010207,   60,   90,   30,  140
  344,20010208,   61,  110,   10,  170
  344,20010209,   20,   40,   10,   70
  344,20010210,   40,  100,   10,  170
  344,20010211,   86,  100,   70,  150
  344,20010212,   66,   90,   30,  140
  344,20010213,   34,   50,   10,  110
  344,20010214,   25,   30,   10,   60
  344,20010215,   13,   20,   10,   40
  344,20010216,   22,   40,    0,   70
  344,20010217,   38,   50,   20,  100
  344,20010218,   19,   40,   10,   80
  344,20010219,   43,   70,   10,  110
  344,20010220,   38,   60,   20,   90
  344,20010221,   49,   70,   20,  110
  344,20010222,   54,   80,   30,  130
  344,20010223,   35,   60,   10,  140
  344,20010224,   43,   80,   10,  110
  344,20010225,   47,   70,   10,  140
  344,20010226,   45,   60,   20,  110
  344,20010227,   48,   70,   20,  120
  344,20010228,   22,   40,   10,   60
  344,20010301,   23,   40,   10,   60
  344,20010302,   35,   70,    0,  110
  344,20010303,   53,   70,   40,  100
  344,20010304,   38,   60,   20,   80
  344,20010305,   28,   40,   20,   70
  344,20010306,   47,   60,   30,  100
  344,20010307,   41,   60,   10,  110
  344,20010308,   43,   90,   10,  140
  344,20010309,   71,   90,   50,  150
  344,20010310,   63,   90,   50,  130
  344,20010311,   60,  110,   30,  200
  344,20010312,   67,   90,   20,  160
  344,20010313,   68,  100,   30,  150
  344,20010314,   52,   80,   20,  120
  344,20010315,   19,   40,    0,   60
  344,20010316,   42,   80,    0,  120
  344,20010317,   55,   80,   30,  130
  344,20010318,   32,   50,   20,   90
  344,20010319,   41,   70,    0,  140
  344,20010320,   39,   70,    0,  110
  344,20010321,   53,   80,   10,  130
  344,20010322,   27,   40,   10,   70
  344,20010323,   39,   80,   10,  150
  344,20010324,   46,   70,   10,  120
  344,20010325,   61,   80,   30,  130
  344,20010326,   38,   50,   30,   90
  344,20010327,   57,   70,   40,  130
  344,20010328,   58,   80,   40,  200
  344,20010329,   34,   70,   10,  100
  344,20010330,   36,   60,   20,   90
  344,20010331,   67,  100,   40,  150
  344,20010401,   34,   60,    0,  100
  344,20010402,   35,   60,   10,  110
  344,20010403,   58,  110,    0,  200
  344,20010404,   80,  120,   50,  190
  344,20010405,   79,  110,   50,  190
  344,20010406,   84,  110,   50,  170
  344,20010407,   56,   90,   10,  150
  344,20010408,   34,   60,   10,  110
  344,20010409,   35,   50,   10,   80
  344,20010410,   50,   70,   30,  120
  344,20010411,   45,   60,   20,  120
  344,20010412,   32,   60,   10,  110
  344,20010413,   35,   60,    0,  110
  344,20010414,   45,   80,   10,  140
  344,20010415,   68,   90,   50,  140
  344,20010416,   47,   70,   30,  130
  344,20010417,   51,   90,   20,  130
  344,20010418,   59,   70,   30,  160
  344,20010419,   50,   80,   30,  140
  344,20010420,   22,   50,   10,  100
  344,20010421,   31,   50,    0,  100
  344,20010422,   18,   40,    0,   70
  344,20010423,   19,   30,   10,   50
  344,20010424,   43,   70,    0,  130
  344,20010425,   45,   80,   10,  160
  344,20010426,   76,  100,   60,  150
  344,20010427,   33,   60,   10,   90
  344,20010428,   70,  110,   20,  170
  344,20010429,   41,   80,   10,  120
  344,20010430,   32,   50,   20,   90
  344,20010501,   61,  100,   30,  150
  344,20010502,   51,   80,   10,  120
  344,20010503,   26,   40,   10,   90
  344,20010504,   37,   50,   20,   80
  344,20010505,   49,   70,   20,  130
  344,20010506,   50,   80,   20,  130
  344,20010507,   53,   80,   20,  120
  344,20010508,   36,   50,   20,  100
  344,20010509,   43,   70,   20,  110
  344,20010510,   45,   60,   30,  110
  344,20010511,   35,   60,   20,   90
  344,20010512,   32,   50,   10,   90
  344,20010513,   30,   40,   10,   90
  344,20010514,   31,   50,   10,   80
  344,20010515,   36,   60,    0,  110
  344,20010516,   70,  110,   10,  180
  344,20010517,   91,  150,   30,  220
  344,20010518,   49,   90,   20,  130
  344,20010519,   35,   60,   10,   90
  344,20010520,   18,   40,    0,   80
  344,20010521,   45,   80,    0,  120
  344,20010522,   44,   60,   20,  100
  344,20010523,   35,   60,   20,  100
  344,20010524,   35,   50,   10,   90
  344,20010525,   33,   40,   20,   80
  344,20010526,   28,   40,   10,   70
  344,20010527,   62,   80,   20,  140
  344,20010528,   67,   80,   60,  130
  344,20010529,   53,   70,   10,  110
  344,20010530,   22,   40,    0,   70
  344,20010531,   43,   70,   10,  120
  344,20010601,   42,   70,   20,  110
  344,20010602,   61,   80,   50,  150
  344,20010603,   53,   70,   20,  160
  344,20010604,   40,   60,   20,  100
  344,20010605,   29,   50,   10,   80
  344,20010606,   59,  100,   10,  150
  344,20010607,   72,  100,   20,  170
  344,20010608,   37,   60,   10,  100
  344,20010609,   11,   20,    0,   50
  344,20010610,   18,   50,   10,  100
  344,20010611,   37,   60,   10,  100
  344,20010612,   25,   40,    0,   80
  344,20010613,   15,   40,    0,   70
  344,20010614,   28,   50,    0,  100
  344,20010615,   30,   50,   10,   90
  344,20010616,   30,   60,   10,  110
  344,20010617,   33,   60,   10,  110
  344,20010618,   37,   50,   10,  100
  344,20010619,   17,   40,    0,   70
  344,20010620,   43,   70,   10,  110
  344,20010621,   34,   60,   10,  110
  344,20010622,   35,   60,   10,  100
  344,20010623,   14,   30,    0,   60
  344,20010624,   17,   40,   10,   70
  344,20010625,   35,   50,   20,   90
  344,20010626,   48,   60,   30,   90
  344,20010627,   55,   80,   30,  190
  344,20010628,   59,   80,   40,  130
  344,20010629,   40,   60,   10,  100
  344,20010630,   41,   80,   10,  130
  344,20010701,   35,   60,   10,  100
  344,20010702,   15,   30,    0,   50
  344,20010703,   43,   70,   10,  100
  344,20010704,   48,   70,   20,  130
  344,20010705,   38,   60,   10,  170
  344,20010706,   20,   60,    0,  130
  344,20010707,   30,   50,   10,   90
  344,20010708,   54,   80,   30,  120
  344,20010709,   43,   60,   10,  100
  344,20010710,   64,  100,   30,  170
  344,20010711,  112,  150,   80,  220
  344,20010712,   71,   90,   60,  140
  344,20010713,   52,   80,   10,  130
  344,20010714,   26,   40,   10,   70
  344,20010715,   23,   40,   10,   80
  344,20010716,   12,   30,    0,   60
  344,20010717,   43,   60,   20,  110
  344,20010718,   53,   80,   40,  130
  344,20010719,   44,   60,   30,  100
  344,20010720,   38,   60,   10,  110
  344,20010721,   51,   70,   30,  130
  344,20010722,   31,   50,   10,   80
  344,20010723,   15,   30,   10,   60
  344,20010724,   18,   30,   10,   60
  344,20010725,   13,   30,    0,   60
  344,20010726,   20,   30,   10,   90
  344,20010727,   25,   40,   10,   70
  344,20010728,   22,   40,   10,   70
  344,20010729,   24,   40,    0,   70
  344,20010730,   25,   40,   10,   70
  344,20010731,   38,   70,   10,  100
  344,20010801,   25,   40,    0,   60
  344,20010802,   35,   50,   20,  110
  344,20010803,   54,   70,   30,  120
  344,20010804,   56,   70,   50,  110
  344,20010805,   50,   70,   20,  120
  344,20010806,   59,  100,   30,  150
  344,20010807,   55,   80,   30,  120
  344,20010808,   92,  120,   50,  200
  344,20010809,   28,   40,   10,   70
  344,20010810,   30,   60,   10,  100
  344,20010811,   49,   80,   10,  120
  344,20010812,   79,  100,   60,  190
  344,20010813,   63,   80,   30,  130
  344,20010814,   25,   40,   10,   60
  344,20010815,   27,   50,    0,   80
  344,20010816,   62,  100,   10,  160
  344,20010817,   30,   50,   20,   80
  344,20010818,   35,   60,   20,  160
  344,20010819,   59,   90,   20,  150
  344,20010820,   36,   60,   10,  100
  344,20010821,   18,   30,    0,   90
  344,20010822,   15,   30,    0,   60
  344,20010823,   16,   20,   10,   50
  344,20010824,   16,   40,    0,   70
  344,20010825,   21,   40,    0,   60
  344,20010826,   29,   40,   10,  100
  344,20010827,   28,   50,    0,   90
  344,20010828,   17,   30,    0,   60
  344,20010829,   25,   50,    0,   90
  344,20010830,   18,   30,   10,   70
  344,20010831,   24,   40,    0,   70
  344,20010901,   30,   60,   10,  100
  344,20010902,   50,   70,   30,  100
  344,20010903,   33,   50,   10,   90
  344,20010904,   50,   80,   10,  170
  344,20010905,   42,   50,   20,  110
  344,20010906,   26,   50,   10,   80
  344,20010907,   60,  110,   20,  180
  344,20010908,   73,  110,   50,  180
  344,20010909,   56,   70,   40,  160
  344,20010910,   59,   70,   40,  160
  344,20010911,   54,   70,   40,  130
  344,20010912,   53,   90,   10,  130
  344,20010913,   49,  100,   10,  150
  344,20010914,   23,   50,    0,   90
  344,20010915,   58,   80,   20,  140
  344,20010916,   26,   50,   10,  120
  344,20010917,   28,   50,   10,  100
  344,20010918,   26,   50,   10,  100
  344,20010919,   60,   80,   20,  140
  344,20010920,   33,   50,   20,  100
  344,20010921,   28,   40,   10,   90
  344,20010922,   28,   50,   10,   80
  344,20010923,   33,   60,   10,   90
  344,20010924,   30,   50,   20,   90
  344,20010925,   15,   40,   10,   70
  344,20010926,   28,   40,   10,   90
  344,20010927,   49,   70,   20,  110
  344,20010928,   32,   50,   20,   80
  344,20010929,   27,   40,   10,   80
  344,20010930,   53,   70,   40,  120
  344,20011001,   98,  110,   80,  180
  344,20011002,   73,  110,   20,  190
  344,20011003,   69,   90,   60,  140
  344,20011004,   61,   80,   30,  140
  344,20011005,   37,   50,   20,   80
  344,20011006,   49,   70,   30,  120
  344,20011007,   67,   90,   40,  150
  344,20011008,   95,  110,   70,  190
  344,20011009,   83,  110,   50,  170
  344,20011010,   73,  110,   40,  170
  344,20011011,   61,   80,   20,  120
  344,20011012,   31,   40,   20,   60
  344,20011013,   25,   30,   20,   80
  344,20011014,   41,   60,   10,  120
  344,20011015,   45,   80,   30,  150
  344,20011016,   24,   50,   10,   80
  344,20011017,   32,   40,   20,   70
  344,20011018,   25,   40,    0,   80
  344,20011019,   27,   40,    0,   70
  344,20011020,   35,   50,   20,  100
  344,20011021,   47,   60,   30,  110
  344,20011022,   57,   90,   20,  130
  344,20011023,   37,   50,   30,   80
  344,20011024,   44,   70,   20,  100
  344,20011025,   45,   60,   20,  120
  344,20011026,   60,   80,   40,  130
  344,20011027,   53,   80,   30,  120
  344,20011028,   30,   50,   10,   90
  344,20011029,   61,   90,   30,  130
  344,20011030,   88,  100,   80,  150
  344,20011031,   87,  110,   50,  210
  344,20011101,   33,   70,   10,  120
  344,20011102,   25,   50,   10,   90
  344,20011103,   23,   40,   10,   60
  344,20011104,   40,   70,   20,  130
  344,20011105,   38,   90,   20,  140
  344,20011106,   66,   90,   20,  140
  344,20011107,   58,   80,   30,  140
  344,20011108,   65,  100,   30,  200
  344,20011109,   22,   50,    0,  110
  344,20011110,   46,   60,   10,  100
  344,20011111,   33,   50,   10,   70
  344,20011112,   30,   60,   10,  120
  344,20011113,   29,   50,   20,  120
  344,20011114,   28,   40,   10,  120
  344,20011115,   13,   30,    0,   40
  344,20011116,   14,   30,    0,   70
  344,20011117,   15,   20,    0,   30
